Seed = 0

Generation = 1

     x(1)       x(2)       f(1)       CV	
   0.75575    3.00048   62.79067    0.00000 
   0.76498    2.87993   61.01367    0.00000 
   0.72435    2.79253   61.34346    0.00000 
   0.85537    3.06774   62.51821    0.00000 
   0.83653    2.97882   60.94653    0.00000 
   0.94067    3.07305 3070.55238    0.00000 
   0.84961    3.06774   62.62211    0.00000 
   0.83653    3.08441   63.29128    0.00000 
   0.83992    3.03012   61.90148    0.00000 
   0.76768    2.85229   60.75141    0.00000 
   0.88581    3.06022   61.76315    0.00000 
   0.80133    2.99534   61.89864    0.00000 
   0.69969    2.79413   61.81194    0.00000 
   0.94564    3.09358   61.53208    0.00000 
   0.72435    2.77996   61.32836    0.00000 
   0.48584    3.21717   71.66908    0.00000 
   1.19713    3.97727  131.56013    0.00000 
   0.74105    2.85462   61.27448    0.00000 
   0.25253    2.76525   67.57336    0.00000 
   0.90203    3.09071   62.28178    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.73517    2.96600   62.56559    0.00000 

Generation = 17

   0.76498    2.87993   61.01367    0.00000 
   0.72435    2.79253   61.34346    0.00000 
   0.70452    2.78999   61.71646    0.00000 
   0.80133    2.99534   61.89864    0.00000 
   0.69969    2.79413   61.81194    0.00000 
   0.90203    3.09071   62.28178    0.00000 
   0.84748    3.04917   62.20107    0.00000 
   0.94422    3.09358   61.55968    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.57111    2.85462   64.09833    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.80133    2.99534   61.89864    0.00000 
   1.19713    3.97727  131.56013    0.00000 
   0.88581    3.06022   61.76315    0.00000 
   0.74105    2.85462   61.27448    0.00000 
   0.77956    2.90882   61.02339    0.00000 
   0.03300    3.09071   69.22445    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.85537    3.06774   62.51821    0.00000 
   0.83653    2.98229   61.00815    0.00000 
   0.76768    2.85229   60.75141    0.00000 
   0.94564    3.09358   61.53208    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83992    3.03012   61.90148    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.92149    3.00940 11953.49557    0.00000 
   0.94422    3.09071   61.47568    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.72435    2.77996   61.32836    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.83096    2.97882   61.05240    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.74154    2.85462   61.26520    0.00000 
   0.80251    2.93066   60.85354    0.00000 
   0.72435    2.84029   61.50347    0.00000 
   0.85510    3.03130   61.64662    0.00000 
   0.94422    3.09071   61.47568    0.00000 
   0.83653    2.97882   60.94653    0.00000 
   0.84254    3.07692   62.98617    0.00000 
   0.53799    2.87993   64.67504    0.00000 

Generation = 18

   0.77725    2.87993   60.77957    0.00000 
   0.76768    2.85229   60.75141    0.00000 
   0.80133    2.99534   61.89864    0.00000 
   0.72435    2.84029   61.50347    0.00000 
   0.74154    2.85462   61.26520    0.00000 
   0.80251    2.93066   60.85354    0.00000 
   0.83653    2.98229   61.00815    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.94656    2.94526 34481.70089    0.00000 
   0.74105    2.85462   61.27448    0.00000 
   0.85510    3.03130   61.64662    0.00000 
   0.14385    2.76810   68.07394    0.00000 
   0.73904    3.00276   63.11160    0.00000 
   0.73841    2.85364   61.31756    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.70452    2.74021 1603.73521    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.55117    2.13196 64025.25205    0.00000 
   0.94422    3.09358   61.55968    0.00000 
   0.72435    2.79253   61.34346    0.00000 
   0.76498    2.87993   61.01367    0.00000 
   0.68061    2.91764   62.86144    0.00000 
   0.94422    3.09071   61.47568    0.00000 
   0.48789    3.06496   67.54901    0.00000 
   0.83653    2.97882   60.94653    0.00000 
   0.83653    2.99879   61.31568    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   1.19713    3.97727  131.56013    0.00000 
   0.72435    2.77996   61.32836    0.00000 
   0.83653    3.48719   82.38161    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.88581    3.06022   61.76315    0.00000 
   0.94422    3.09071   61.47568    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.84748    3.04917   62.20107    0.00000 
   0.83096    2.97882   61.05240    0.00000 
   0.76498    2.88324   61.04269    0.00000 

Generation = 19

   0.83653    2.84686 21630.75370    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.74154    2.85462   61.26520    0.00000 
   0.44481    2.71473   66.06973    0.00000 
   0.76768    2.85229   60.75141    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.84748    3.04917   62.20107    0.00000 
   0.83653    2.97882   60.94653    0.00000 
   0.94656    2.94526 34481.70089    0.00000 
   0.80251    2.95861   61.25359    0.00000 
   0.76498    2.88324   61.04269    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.94422    3.09071   61.47568    0.00000 
   1.25481    3.97727  131.15785    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.53336    2.28651 31650.47630    0.00000 
   0.83653    2.98229   61.00815    0.00000 
   0.83096    2.97882   61.05240    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.80251    2.91091   60.60874    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.83096    2.97882   61.05240    0.00000 
   0.73904    3.00276   63.11160    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.60701    2.95154   64.35826    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.88581    3.06022   61.76315    0.00000 
   0.76498    2.87993   61.01367    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.84708    3.11668   64.02752    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.83653    2.99879   61.31568    0.00000 
   0.80133    2.99534   61.89864    0.00000 
   0.80251    2.93066   60.85354    0.00000 
   0.73841    2.85364   61.31756    0.00000 
   0.80792    2.95358   61.07533    0.00000 
   0.72435    2.79253   61.34346    0.00000 
   0.72435    2.77996   61.32836    0.00000 

Generation = 20

   0.78011    2.94588   61.47944    0.00000 
   0.71440    2.78788   61.52721    0.00000 
   0.83653    2.89698 10560.77278    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.80251    2.95861   61.25359    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.80251    2.93066   60.85354    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.66224    2.75392   62.51064    0.00000 
   0.80792    2.95358   61.07533    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.84649    2.85422 23204.62099    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.98229   61.00815    0.00000 
   0.84708    3.08542   63.13340    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.80727    2.97882   61.49527    0.00000 
   0.90698    3.06597   61.50961    0.00000 
   0.84748    3.04917   62.20107    0.00000 
   0.67877    2.58288 25282.16809    0.00000 
   0.83653    2.95556   60.55849    0.00000 
   0.69647    3.01562   64.02609    0.00000 
   0.76498    2.88324   61.04269    0.00000 
   0.43361    2.95294   66.40198    0.00000 
   0.80251    2.91091   60.60874    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.72435    2.79253   61.34346    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.76498    2.87993   61.01367    0.00000 
   0.76641    2.89732   61.14912    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83511    3.15416   65.41748    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.83653    2.99879   61.31568    0.00000 
   0.73904    3.00276   63.11160    0.00000 
   0.73841    2.85364   61.31756    0.00000 
   0.76768    2.85229   60.75141    0.00000 
   0.94422    3.09071   61.47568    0.00000 

Generation = 21

   0.77725    2.87993   60.77957    0.00000 
   0.94422    3.09071   61.47568    0.00000 
   0.84748    3.04917   62.20107    0.00000 
   0.71440    2.78788   61.52721    0.00000 
   0.80251    2.93066   60.85354    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.83905    2.95556   60.50946    0.00000 
   0.84145    2.95552   60.46195    0.00000 
   0.80727    2.97882   61.49527    0.00000 
   0.88312    2.99879 2312.96396    0.00000 
   0.73418    2.96236   62.52833    0.00000 
   0.80251    2.91091   60.60874    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.80251    2.99559   61.88189    0.00000 
   0.90698    3.06597   61.50961    0.00000 
   0.67783    2.81549   62.25199    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.89698 10560.77278    0.00000 
   0.79282    2.91503   60.84323    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.95556   60.55849    0.00000 
   0.73841    2.85364   61.31756    0.00000 
   0.76498    2.87993   61.01367    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.76641    2.89732   61.14912    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.86076    3.06416   62.32841    0.00000 
   0.81582    3.03029   62.34149    0.00000 
   0.68649    2.94984   63.14243    0.00000 
   0.76768    2.85229   60.75141    0.00000 
   0.77725    2.86952   60.69183    0.00000 
   0.71440    2.78788   61.52721    0.00000 
   0.80792    2.95358   61.07533    0.00000 
   0.76545    2.91227   61.32530    0.00000 
   0.83653    3.00276   61.39306    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.80102    2.93066   60.88201    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83653    2.95358   60.52753    0.00000 

Generation = 22

   0.83653    2.95196   60.50246    0.00000 
   0.76190    2.91227   61.39061    0.00000 
   0.94422    3.09071   61.47568    0.00000 
   0.77725    2.86952   60.69183    0.00000 
   0.95995    3.00451 25093.27429    0.00000 
   0.49648    3.00276   66.38951    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.82503    2.95358   60.74986    0.00000 
   0.80251    2.93066   60.85354    0.00000 
   0.76343    2.94808   61.81256    0.00000 
   0.80727    2.97882   61.49527    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.33387    2.95196   67.18319    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.81397    2.93066   60.63369    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.77725    2.89612   60.93261    0.00000 
   0.80792    2.95358   61.07533    0.00000 
   0.73841    2.85364   61.31756    0.00000 
   0.83905    2.95556   60.50946    0.00000 
   0.83653    2.95556   60.55849    0.00000 
   0.71440    2.78788   61.52721    0.00000 
   0.80251    2.91091   60.60874    0.00000 
   0.79282    2.91503   60.84323    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.80102    2.93066   60.88201    0.00000 
   0.76545    2.91227   61.32530    0.00000 
   0.76498    2.87993   61.01367    0.00000 
   0.41400    2.95556   66.60447    0.00000 
   0.76768    2.85229   60.75141    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.84145    2.95552   60.46195    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.80102    2.93066   60.88201    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.83622    3.04917   62.40496    0.00000 
   0.90410    2.95246 19542.13017    0.00000 

Generation = 23

   0.80102    2.93066   60.88201    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.83653    2.95556   60.55849    0.00000 
   0.82503    2.95358   60.74986    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.84145    2.95552   60.46195    0.00000 
   0.80792    2.95358   61.07533    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.80518    3.04811   62.92838    0.00000 
   0.76343    2.94808   61.81256    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.83622    3.04917   62.40496    0.00000 
   0.51388    2.95358   65.57140    0.00000 
   0.71440    2.78788   61.52721    0.00000 
   0.82073    2.91979  389.43216    0.00000 
   0.83905    2.95556   60.50946    0.00000 
   0.83229    2.98181   61.08004    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.76768    2.85229   60.75141    0.00000 
   0.76498    2.87993   61.01367    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.80102    2.93066   60.88201    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.79328    3.21165   68.12758    0.00000 
   0.80251    2.93066   60.85354    0.00000 
   0.76447    2.91139   61.33350    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.76545    2.91227   61.32530    0.00000 
   0.49648    3.00276   66.38951    0.00000 
   1.00666    2.95246 51450.05760    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.81397    2.93066   60.63369    0.00000 
   0.83686    2.80043 31822.11657    0.00000 
   0.80814    2.97311   61.38232    0.00000 
   0.33387    2.95196   67.18319    0.00000 
   0.30316    2.83098   66.97590    0.00000 

Generation = 24

   0.84145    2.95552   60.46195    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.76498    2.87993   61.01367    0.00000 
   0.51388    2.95358   65.57140    0.00000 
   0.85230    2.92993 8218.96008    0.00000 
   0.83740    2.91227 7422.90469    0.00000 
   0.81563    2.93168   60.61531    0.00000 
   0.76768    2.85229   60.75141    0.00000 
   0.80251    2.93066   60.85354    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.49648    3.00276   66.38951    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.83653    2.86497 17653.71618    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.83653    2.95556   60.55849    0.00000 
   0.83802    2.93006 3623.56199    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.76545    2.91227   61.32530    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.81397    2.93066   60.63369    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.80244    2.93066   60.85488    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83229    2.98181   61.08004    0.00000 
   0.80518    3.04811   62.92838    0.00000 
   0.79328    3.21165   68.12758    0.00000 
   0.76932    3.08733   64.49061    0.00000 
   0.82366    2.94838   60.69741    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.76343    2.89268   61.15935    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.71440    2.78788   61.52721    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.82503    2.95358   60.74986    0.00000 
   0.73480    2.98320   62.84300    0.00000 

Generation = 25

   0.56686    3.54633   88.61049    0.00000 
   0.80518    3.04811   62.92838    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.80783    2.91503   60.55436    0.00000 
   0.76932    3.08733   64.49061    0.00000 
   0.49648    3.00276   66.38951    0.00000 
   0.83229    2.98181   61.08004    0.00000 
   0.87408    3.78579  108.94849    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.76343    2.89268   61.15935    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.95556   60.55849    0.00000 
   0.77725    2.91592   61.14751    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   1.03564    3.16649 9955.48096    0.00000 
   0.82366    2.94838   60.69741    0.00000 
   0.81351    2.91837   60.48462    0.00000 
   0.83653    2.94504   60.39779    0.00000 
   0.81397    2.93066   60.63369    0.00000 
   0.82503    2.95358   60.74986    0.00000 
   0.76498    2.87993   61.01367    0.00000 
   0.69947    2.97983   63.36510    0.00000 
   0.73480    2.98320   62.84300    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.51388    2.95358   65.57140    0.00000 
   0.78631    2.93168   61.17250    0.00000 
   0.79329    3.00533   62.23082    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.76545    2.91227   61.32530    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.84145    2.95552   60.46195    0.00000 
   0.77725    2.87993   60.77957    0.00000 
   0.80251    2.93066   60.85354    0.00000 
   0.77439    2.93066   61.38045    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.81563    2.93168   60.61531    0.00000 

Generation = 26

   0.78676    3.14751   65.96596    0.00000 
   0.80783    2.91503   60.55436    0.00000 
   0.70737    2.92818   62.53263    0.00000 
   0.76932    3.08733   64.49061    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.63906    2.83236   62.96579    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.81563    2.93168   60.61531    0.00000 
   0.80518    3.04811   62.92838    0.00000 
   0.75731    2.91837   61.54380    0.00000 
   0.82366    2.94838   60.69741    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83653    2.95353   60.52679    0.00000 
   0.76545    2.91227   61.32530    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.94421   60.38551    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.49648    3.00276   66.38951    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.83229    2.98181   61.08004    0.00000 
   0.42855    2.90872   66.09967    0.00000 
   0.83691    2.91195 7337.77694    0.00000 
   0.78204    3.06808   63.79631    0.00000 
   0.56686    3.54633   88.61049    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.81397    2.93066   60.63369    0.00000 
   0.78631    2.93168   61.17250    0.00000 
   0.83653    2.94504   60.39779    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.95556   60.55849    0.00000 
   0.81351    2.91837   60.48462    0.00000 
   0.82118    3.00533   61.72787    0.00000 

Generation = 27

   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.94504   60.39779    0.00000 
   0.63906    2.83236   62.96579    0.00000 
   0.87743    3.38454   75.29781    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.81351    3.02231   62.21215    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.82118    3.00533   61.72787    0.00000 
   0.66652    2.93168   63.23988    0.00000 
   0.81563    2.93168   60.61531    0.00000 
   0.78676    3.14751   65.96596    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.82366    2.94838   60.69741    0.00000 
   0.50837    2.93762   65.47236    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.80518    3.04811   62.92838    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.81351    2.91436   60.43564    0.00000 
   0.32126    2.95370   67.27722    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.82366    2.94494   60.64648    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.94421   60.38551    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.67549    2.95196   63.34472    0.00000 
   0.83229    2.98181   61.08004    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.81351    2.91837   60.48462    0.00000 
   0.81397    2.93066   60.63369    0.00000 

Generation = 28

   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.94487   60.39521    0.00000 
   0.81402    2.83253 17534.28852    0.00000 
   0.81351    2.91837   60.48462    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.83653    2.94504   60.39779    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.82366    2.94494   60.64648    0.00000 
   0.80518    3.04811   62.92838    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83653    2.95130   60.49238    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.83653    2.98951   61.13996    0.00000 
   0.83653    2.94421   60.38551    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.81351    2.91436   60.43564    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.83653    2.95294   60.51769    0.00000 
   0.77875    2.87993   60.75079    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.72598    3.05636   64.41440    0.00000 
   0.83653    2.76324 39674.24681    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83760    2.98241   60.98990    0.00000 
   0.68717    2.94421   63.05948    0.00000 
   0.91156    2.69012 78820.88809    0.00000 
   0.82366    2.94838   60.69741    0.00000 
   0.83229    2.98181   61.08004    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.81397    2.93066   60.63369    0.00000 

Generation = 29

   0.83229    2.98181   61.08004    0.00000 
   0.83653    2.94487   60.39521    0.00000 
   0.71650    2.91503   62.23047    0.00000 
   0.83653    3.03891   62.16082    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.94504   60.39779    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.81351    2.91436   60.43564    0.00000 
   0.83653    2.94421   60.38551    0.00000 
   0.83691    3.12420   64.42826    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.82366    2.94838   60.69741    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.80518    3.04811   62.92838    0.00000 
   0.83653    2.95206   60.50398    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.68717    2.94421   63.05948    0.00000 
   0.83653    2.95130   60.49238    0.00000 
   0.72598    3.05636   64.41440    0.00000 
   0.84063    2.98241   60.93199    0.00000 
   0.77788    2.90753   61.04083    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.81048    2.91837   60.54365    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83760    2.98241   60.98990    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.81351    2.91837   60.48462    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.71076    2.94420   62.67193    0.00000 

Generation = 30

   0.83653    2.94420   60.38531    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.88918    2.98349 7751.66243    0.00000 
   0.83653    2.94504   60.39779    0.00000 
   0.83653    2.94421   60.38551    0.00000 
   0.83653    2.69933 53100.89964    0.00000 
   0.83653    3.03891   62.16082    0.00000 
   0.71650    2.91503   62.23047    0.00000 
   0.83229    2.98181   61.08004    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.81351    2.91837   60.48462    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.81351    2.91436   60.43564    0.00000 
   0.84063    2.98241   60.93199    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.83653    2.98371   61.03369    0.00000 
   0.81760    2.94666   60.78830    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.83653    2.73595 45445.45727    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.81048    2.91837   60.54365    0.00000 
   0.71076    2.94420   62.67193    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.53490    2.76429   64.57947    0.00000 
   0.77566    3.11919   65.27115    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.73235    2.94483   62.31384    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.75373    2.94420   61.93185    0.00000 
   0.84063    2.98241   60.93199    0.00000 
   0.83691    3.12420   64.42826    0.00000 
   0.81402    2.91503   60.43390    0.00000 
   0.64057    2.94420   63.78417    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.95358   60.52753    0.00000 
   0.66138    2.94967   63.53500    0.00000 

Generation = 31

   0.81402    2.91503   60.43390    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.83653    3.35004   73.90173    0.00000 
   0.81025    3.13704   65.26478    0.00000 
   0.83691    2.95370   60.52205    0.00000 
   0.83691    3.12420   64.42826    0.00000 
   0.83645    2.94503   60.39912    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.81760    2.94666   60.78830    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.84063    2.98241   60.93199    0.00000 
   0.77566    3.11919   65.27115    0.00000 
   0.73235    2.94483   62.31384    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.81514    2.90943  912.82101    0.00000 
   0.81353    2.92900   60.62019    0.00000 
   0.83653    3.03891   62.16082    0.00000 
   0.83140    2.92071 3605.27477    0.00000 
   0.83653    2.94504   60.39779    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.84063    2.98241   60.93199    0.00000 
   0.87740    2.69932 66128.60259    0.00000 
   0.83991    2.94420 1035.85797    0.00000 
   1.51521    3.03159 179496.62120    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.79798    2.95249   61.24524    0.00000 
   1.04806    3.47998   79.16189    0.00000 
   0.83691    3.22050   67.82501    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.75373    2.94420   61.93185    0.00000 
   0.83653    2.95196   60.50246    0.00000 
   0.81048    2.91837   60.54365    0.00000 
   0.83653    2.94420   60.38531    0.00000 
   0.83653    2.94503   60.39759    0.00000 
   0.81351    2.91503   60.44377    0.00000 
   0.80133    2.91666   60.69947    0.00000 
   0.83653    2.98371   61.03369    0.00000 
   0.43214    2.91503   66.10510    0.00000 
   0.83347    2.93441 1186.32519    0.00000 
   0.81351    2.91436   60.43564    0.00000 

Generation = 32

   0.81799    3.03891   62.49365    0.00000 
   0.83645    2.94503   60.39912    0.00000 
   0.83645    2.94503   60.39912    0.00000 
   0.83653    2.94420   60.38531    0.00000 
